일시,평균 상대습도(%),평균 풍속(m/s)
2019-02-22,65.33777777777779,1.2888888888888892
2019-02-23,62.715555555555554,1.4644444444444447
2019-02-24,60.54222222222222,1.5911111111111116
2019-02-25,58.546666666666674,1.8333333333333344
2019-02-26,52.931111111111115,1.4711111111111113
2019-02-27,65.11555555555557,1.2466666666666666
2019-02-28,62.72727272727274,1.586666666666667
2019-03-01,57.60222222222222,1.602222222222222
2019-03-02,56.60888888888889,1.364444444444444
2019-03-03,55.01999999999999,1.3111111111111113
2019-03-04,57.786666666666676,1.675555555555556
2019-03-05,62.244444444444454,1.3422222222222218
2019-03-06,63.28666666666667,1.6022222222222224
2019-03-07,65.35555555555558,2.2888888888888883
2019-03-08,57.67333333333334,1.5355555555555558
2019-03-09,48.97333333333333,1.46
2019-03-10,67.02045454545457,2.024444444444445
2019-03-11,74.29772727272729,1.8977777777777782
2019-03-12,64.6818181818182,3.1155555555555554
2019-03-13,40.1340909090909,3.482222222222222
2019-03-14,46.741860465116275,1.9477272727272725
2019-03-15,68.6,2.4666666666666663
2019-03-16,64.86666666666667,2.2533333333333343
2019-03-17,56.577777777777776,2.015555555555555
2019-03-18,50.77954545454545,1.4800000000000002
2019-03-19,53.65681818181818,1.5933333333333337
2019-03-20,73.62954545454546,1.908888888888889
2019-03-21,74.0068181818182,3.644444444444443
2019-03-22,52.25227272727273,2.911111111111112
2019-03-23,53.526666666666664,2.7377777777777776
2019-03-24,50.73555555555554,2.366666666666667
2019-03-25,58.228888888888896,1.9911111111111106
2019-03-26,54.577777777777776,2.0288888888888894
2019-03-27,56.686363636363645,3.2688888888888874
2019-03-28,63.35227272727274,1.991111111111111
2019-03-29,54.345454545454544,1.7755555555555553
2019-03-30,67.38636363636364,3.2733333333333343
2019-03-31,47.84545454545453,3.8
2019-04-01,44.563636363636355,2.697777777777778
2019-04-02,43.54999999999999,2.2111111111111104
2019-04-03,41.708888888888886,2.2866666666666675
2019-04-04,39.98888888888889,2.791111111111111
2019-04-05,46.31111111111111,2.933333333333334
2019-04-06,43.664444444444435,1.5622222222222224
2019-04-07,60.42444444444444,1.575555555555556
2019-04-08,44.91555555555555,2.2844444444444436
2019-04-09,59.844444444444456,3.1755555555555564
2019-04-10,82.71777777777777,2.377777777777778
2019-04-11,70.83777777777779,1.4022222222222225
2019-04-12,57.97555555555556,1.7155555555555546
2019-04-13,47.51999999999999,1.6422222222222218
2019-04-14,59.07555555555556,2.242222222222222
2019-04-15,45.70222222222221,1.9333333333333333
2019-04-16,38.40222222222222,1.5159090909090909
2019-04-17,47.57111111111111,1.704444444444444
2019-04-18,63.4688888888889,2.308888888888889
2019-04-19,70.02444444444447,2.0977777777777784
2019-04-20,65.85555555555557,1.726666666666667
2019-04-21,70.96888888888891,1.5088888888888894
2019-04-22,66.09111111111112,1.6644444444444448
2019-04-23,74.41333333333336,1.5733333333333333
2019-04-24,86.87555555555556,1.4000000000000004
2019-04-25,82.68444444444448,2.1111111111111107
2019-04-26,85.70444444444448,2.1333333333333333
2019-04-27,65.12444444444445,1.6133333333333333
2019-04-28,67.09111111111112,1.3555555555555556
2019-04-29,83.98222222222226,1.3111111111111113
2019-04-30,79.23111111111113,1.3866666666666667
2019-05-01,67.40454545454546,2.039999999999999
2019-05-02,51.777777777777764,2.126666666666667
2019-05-03,50.87777777777778,1.591111111111111
2019-05-04,56.01777777777775,1.362222222222222
2019-05-05,47.271111111111104,1.7755555555555558
2019-05-06,47.955555555555556,2.8288888888888883
2019-05-07,46.620000000000005,2.006666666666667
2019-05-08,41.70222222222221,2.204444444444445
2019-05-09,41.00666666666666,2.1000000000000014
2019-05-10,46.071111111111094,1.5244444444444447
2019-05-11,50.631111111111096,1.391111111111111
2019-05-12,53.5288888888889,1.733333333333333
2019-05-13,61.422222222222224,1.6399999999999997
2019-05-14,65.49777777777781,1.475555555555556
2019-05-15,63.63555555555556,1.3866666666666667
2019-05-16,59.78666666666667,1.4355555555555557
2019-05-17,60.92,1.571111111111111
2019-05-18,79.35333333333335,2.6688888888888886
2019-05-19,86.11333333333336,1.9822222222222226
2019-05-20,62.63555555555558,3.1133333333333333
2019-05-21,50.971111111111114,2.6422222222222214
2019-05-22,49.56666666666668,2.1977777777777776
2019-05-23,53.604444444444454,1.8666666666666663
2019-05-24,55.97045454545455,1.7822222222222217
2019-05-25,52.10444444444443,1.7622222222222226
2019-05-26,51.580000000000005,2.1422222222222222
2019-05-27,84.81111111111112,3.073333333333334
2019-05-28,54.28888888888889,2.4599999999999995
2019-05-29,51.41333333333335,2.1600000000000006
2019-05-30,48.482222222222205,2.084444444444444
2019-05-31,61.866666666666674,2.2545454545454544
2019-06-01,62.93863636363638,1.5409090909090906
2019-06-02,56.87555555555556,1.4999999999999998
2019-06-03,55.928888888888906,1.426666666666667
2019-06-04,60.286666666666676,1.7222222222222223
2019-06-05,66.7888888888889,1.5777777777777777
2019-06-06,79.4288888888889,1.6666666666666667
2019-06-07,89.40222222222224,2.2800000000000007
2019-06-08,75.63555555555557,1.4755555555555557
2019-06-09,74.59111111111113,1.7666666666666666
2019-06-10,75.14,1.7999999999999996
2019-06-11,70.48409090909091,1.684444444444445
2019-06-12,71.60454545454546,1.4659090909090906
2019-06-13,68.31363636363636,1.415555555555556
2019-06-14,75.82000000000001,1.134090909090909
2019-06-15,73.4377777777778,2.286363636363637
2019-06-16,72.40888888888891,1.7395348837209301
2019-06-17,70.28,1.674418604651163
2019-06-18,75.60444444444445,1.5590909090909089
2019-06-19,75.6977777777778,1.4977272727272728
2019-06-20,70.74444444444445,1.654545454545454
2019-06-21,72.26666666666668,1.991111111111111
2019-06-22,68.64888888888889,1.9477272727272725
2019-06-23,66.73555555555559,1.6704545454545454
2019-06-24,68.40888888888891,1.5977777777777775
2019-06-25,66.65555555555555,1.5333333333333339
2019-06-26,83.58444444444444,1.368888888888889
2019-06-27,85.26444444444446,1.3533333333333335
2019-06-28,80.51555555555558,1.5933333333333335
2019-06-29,90.83777777777782,1.2600000000000005
2019-06-30,80.60000000000001,1.691111111111111
2019-07-01,78.6377777777778,1.4244444444444446
2019-07-02,72.1688888888889,1.7044444444444444
2019-07-03,75.04444444444445,1.235555555555555
2019-07-04,68.54444444444445,1.4066666666666665
2019-07-05,66.60666666666667,1.3577777777777782
2019-07-06,63.035555555555575,2.2111111111111112
2019-07-07,64.72666666666667,2.5955555555555563
2019-07-08,68.37555555555556,2.1066666666666674
2019-07-09,68.56888888888888,2.0733333333333333
2019-07-10,82.75555555555557,2.4444444444444446
2019-07-11,84.96444444444448,2.2266666666666666
2019-07-12,76.74444444444447,1.7199999999999995
2019-07-13,79.74444444444445,1.1533333333333329
2019-07-14,79.14000000000001,1.488888888888889
2019-07-15,84.02888888888893,1.3199999999999996
2019-07-16,80.8355555555556,1.3844444444444441
2019-07-17,78.60000000000001,1.4
2019-07-18,83.20454545454545,1.36
2019-07-19,84.12222222222225,1.8333333333333337
2019-07-20,88.02,3.6466666666666665
2019-07-21,89.57555555555558,2.328888888888889
2019-07-22,79.99111111111112,1.795555555555556
2019-07-23,77.61333333333336,1.8244444444444445
2019-07-24,83.26000000000002,1.7066666666666659
2019-07-25,89.62272727272729,1.5636363636363633
2019-07-26,89.1377777777778,1.7888888888888894
2019-07-27,87.70222222222225,1.3755555555555556
2019-07-28,86.40222222222226,2.0444444444444443
2019-07-29,78.13333333333335,2.0733333333333337
2019-07-30,77.05555555555557,2.522727272727273
2019-07-31,77.83636363636363,2.2568181818181814
2019-08-01,77.5288888888889,1.6355555555555557
2019-08-02,75.15681818181821,1.268181818181818
2019-08-03,77.49333333333333,1.3022222222222224
2019-08-04,76.14444444444443,1.2088888888888885
2019-08-05,75.35555555555558,1.24
2019-08-06,75.13555555555554,1.8955555555555559
2019-08-07,82.22000000000001,1.8199999999999992
2019-08-08,80.7577777777778,1.3422222222222224
2019-08-09,77.14444444444445,1.2088888888888891
2019-08-10,73.15555555555555,2.1466666666666665
2019-08-11,71.49777777777778,3.3822222222222225
2019-08-12,83.17111111111113,2.257777777777778
2019-08-13,77.47777777777777,1.5511111111111107
2019-08-14,75.75111111111113,2.148888888888889
2019-08-15,86.20222222222223,2.342222222222223
2019-08-16,78.78666666666668,2.257777777777778
2019-08-17,74.95111111111113,2.0644444444444443
2019-08-18,71.79333333333335,1.4488888888888887
2019-08-19,75.40444444444447,1.3088888888888888
2019-08-20,73.14666666666666,1.7155555555555557
2019-08-21,81.57555555555557,1.2111111111111112
2019-08-22,81.77727272727275,1.6111111111111114
2019-08-23,72.79090909090911,1.5363636363636362
2019-08-24,76.93863636363636,1.2431818181818182
2019-08-25,77.77045454545457,1.1688888888888889
2019-08-26,75.27777777777777,1.3622222222222218
2019-08-27,89.10000000000002,1.211111111111111
2019-08-28,85.37333333333336,1.1399999999999997
2019-08-29,86.38222222222225,1.4133333333333333
2019-08-30,72.20000000000002,1.9199999999999997
2019-08-31,73.63555555555557,1.397777777777778
2019-09-01,81.09111111111113,0.9688888888888888
2019-09-02,85.18000000000002,1.1399999999999997
2019-09-03,90.65555555555558,1.2088888888888885
2019-09-04,92.58222222222224,1.2977777777777777
2019-09-05,90.92444444444446,1.1466666666666665
2019-09-06,85.90222222222222,1.7200000000000004
2019-09-07,80.81777777777776,4.831111111111112
2019-09-08,84.75111111111113,1.1199999999999999
2019-09-09,87.32222222222221,1.3622222222222227
2019-09-10,83.07333333333335,1.7727272727272727
2019-09-11,84.65111111111112,1.8613636363636366
2019-09-12,80.80000000000003,2.077777777777778
2019-09-13,74.3409090909091,1.6044444444444446
2019-09-14,80.7227272727273,1.1022222222222227
2019-09-15,79.00666666666667,1.5133333333333332
2019-09-16,72.74222222222221,1.5733333333333333
2019-09-17,67.56666666666666,1.593333333333333
2019-09-18,64.48666666666668,1.8311111111111107
2019-09-19,67.5093023255814,1.4909090909090905
2019-09-20,70.85333333333334,1.7377777777777774
2019-09-21,86.13111111111114,2.1000000000000005
2019-09-22,86.00666666666667,4.142222222222223
2019-09-23,75.26363636363637,1.836363636363636
2019-09-24,76.71136363636367,1.1863636363636363
2019-09-25,78.65111111111112,1.1000000000000005
2019-09-26,78.44888888888892,1.3222222222222226
2019-09-27,78.63333333333334,1.2644444444444445
2019-09-28,84.35333333333337,0.9866666666666669
2019-09-29,79.5177777777778,1.1244444444444446
2019-09-30,81.14000000000001,1.0266666666666668
2019-10-01,88.72888888888889,1.0466666666666666
2019-10-02,93.99555555555558,2.368888888888889
2019-10-03,82.32444444444447,2.9155555555555552
2019-10-04,83.49111111111115,1.2622222222222224
2019-10-05,80.2666666666667,2.048888888888889
2019-10-06,70.08222222222221,1.9866666666666668
2019-10-07,89.66444444444446,1.2577777777777774
2019-10-08,67.24666666666667,2.2
2019-10-09,64.3777777777778,1.3444444444444448
2019-10-10,71.78666666666666,0.9711111111111111
2019-10-11,68.68888888888888,1.7422222222222226
2019-10-12,61.54888888888888,3.008888888888889
2019-10-13,66.84,1.822222222222222
2019-10-14,73.08444444444444,1.7288888888888885
2019-10-15,73.83333333333336,1.5955555555555552
2019-10-16,76.33555555555556,1.151111111111111
2019-10-17,76.49111111111112,1.2622222222222226
2019-10-18,80.7177777777778,1.7088888888888891
2019-10-19,79.5888888888889,1.3466666666666665
2019-10-20,80.06,1.0711111111111111
2019-10-21,76.21555555555558,1.317777777777778
2019-10-22,74.77555555555558,1.32
2019-10-23,74.99111111111112,1.5177777777777777
2019-10-24,69.6577777777778,1.9688888888888891
2019-10-25,70.85333333333334,1.7111111111111106
2019-10-26,62.42222222222223,2.4888888888888885
2019-10-27,64.68000000000002,1.5799999999999998
2019-10-28,69.65777777777778,1.4555555555555555
2019-10-29,65.98666666666666,1.9177777777777782
2019-10-30,66.08666666666669,1.5488888888888885
2019-10-31,71.82222222222221,1.7066666666666666
2019-11-01,71.36888888888889,1.3088888888888888
2019-11-02,77.0111111111111,0.9266666666666669
2019-11-03,74.65333333333335,1.3977777777777778
2019-11-04,74.56,1.237777777777778
2019-11-05,74.81333333333335,1.3333333333333333
2019-11-06,70.65111111111112,1.1733333333333336
2019-11-07,62.9688888888889,2.006666666666666
2019-11-08,56.84666666666666,1.575555555555556
2019-11-09,59.05777777777777,1.3022222222222222
2019-11-10,71.07555555555557,1.5577777777777777
2019-11-11,72.26222222222223,2.411111111111111
2019-11-12,73.71333333333334,1.1044444444444443
2019-11-13,73.99333333333337,1.8755555555555554
2019-11-14,43.131111111111096,2.808888888888889
2019-11-15,69.40000000000002,1.7111111111111108
2019-11-16,80.08888888888893,1.229545454545455
2019-11-17,87.3488888888889,1.7045454545454553
2019-11-18,64.05555555555557,3.642222222222221
2019-11-19,56.59333333333332,2.762222222222222
2019-11-20,53.51111111111111,1.5599999999999998
2019-11-21,53.904444444444444,1.2244444444444444
2019-11-22,64.42222222222225,1.3333333333333335
2019-11-23,74.95555555555558,1.2022222222222223
2019-11-24,77.33555555555559,1.6977777777777772
2019-11-25,69.03863636363637,2.6545454545454548
2019-11-26,72.83409090909093,1.3477272727272724
2019-11-27,63.23777777777779,2.1066666666666674
2019-11-28,72.62888888888892,1.5799999999999998
2019-11-29,61.07777777777779,1.5177777777777774
2019-11-30,62.9088888888889,1.0444444444444445
2019-12-01,82.7,1.2044444444444442
2019-12-02,56.90666666666667,3.2422222222222223
2019-12-03,67.12666666666667,1.668888888888889
2019-12-04,61.34888888888887,1.5466666666666666
2019-12-05,47.67777777777777,2.708888888888889
2019-12-06,45.13111111111111,2.0155555555555558
2019-12-07,61.966666666666676,1.6400000000000003
2019-12-08,67.05681818181819,1.2886363636363636
2019-12-09,69.25681818181819,1.3204545454545455
2019-12-10,79.22666666666669,1.1866666666666663
2019-12-11,68.43111111111112,2.5933333333333337
2019-12-12,47.71777777777779,2.2044444444444444
2019-12-13,55.55777777777779,1.2533333333333332
2019-12-14,60.640000000000015,1.94
2019-12-15,68.96666666666667,1.1533333333333335
2019-12-16,72.79111111111112,1.0688888888888886
2019-12-17,82.93111111111111,1.6777777777777771
2019-12-18,68.15111111111112,2.328888888888889
2019-12-19,51.40666666666667,2.408888888888889
2019-12-20,59.69772727272728,1.7068181818181813
2019-12-21,66.43333333333331,1.2727272727272732
2019-12-22,70.11555555555557,1.0522727272727272
2019-12-23,73.41111111111113,1.6599999999999997
2019-12-24,71.03111111111113,1.1511111111111112
2019-12-25,61.05333333333335,1.0866666666666664
2019-12-26,68.4,2.066666666666667
2019-12-27,53.49111111111112,2.4111111111111114
2019-12-28,60.144444444444446,1.0933333333333333
2019-12-29,73.4888888888889,1.2466666666666661
2019-12-30,79.38888888888889,2.1422222222222222
2019-12-31,45.73555555555556,3.5555555555555567
2020-01-01,62.86888888888889,1.8911111111111114
